Date,Truck_ID,Operator_ID,Route,Distance_km,Fuel_Litres,Idle_Minutes,Load_Tonnes,Trip_Hours,Avg_Speed_kmh,Fuel_Efficiency_km_per_L,Expected_Anomaly
2025-04-25,TR017,OP007,South Pit,19.97,10.67,7.9,213.7,1.08,18.5,1.872,0
2025-06-01,TR006,OP036,Crusher,99.78,55.95,57.3,94.6,3.81,26.2,1.783,0
2025-02-13,TR022,OP004,South Pit,98.25,45.85,82.0,162.4,3.43,28.7,2.143,0
2025-06-18,TR008,OP011,South Pit,98.62,48.74,16.5,185.0,2.8,35.2,2.023,0
2025-09-19,TR006,OP006,East Pit,38.0,17.26,18.6,235.0,1.13,33.5,2.202,0
2025-10-02,TR025,OP008,Stockpile,24.49,16.02,41.6,101.3,1.01,24.2,1.529,0
2025-06-08,TR005,OP012,Stockpile,14.34,9.12,41.3,69.0,0.66,21.8,1.572,0
2025-01-27,TR029,OP001,East Pit,84.04,33.33,68.3,138.1,3.3,25.5,2.521,0
2025-06-24,TR024,OP041,Stockpile,108.07,84.28,65.3,153.6,3.85,28.1,1.282,1
2025-10-29,TR011,OP040,South Pit,29.61,17.43,12.8,146.3,1.32,22.4,1.699,0
2025-12-10,TR030,OP014,West Pit,40.31,25.37,84.2,226.0,1.86,21.7,1.589,0
2025-11-12,TR023,OP047,Crusher,29.22,15.6,46.0,219.3,1.43,20.5,1.873,0
2025-02-20,TR026,OP028,South Pit,65.66,37.93,90.0,161.2,1.89,34.7,1.731,0
2025-06-07,TR005,OP012,East Pit,88.21,28.61,29.0,180.5,3.25,27.2,3.083,0
2025-12-18,TR004,OP022,East Pit,42.13,15.94,24.0,124.8,1.44,29.2,2.643,0
2025-08-21,TR026,OP021,South Pit,96.98,34.91,12.1,178.7,3.89,24.9,2.778,0
2025-06-26,TR016,OP038,Stockpile,15.23,14.83,45.8,184.2,0.4,37.8,1.027,0
2025-02-15,TR019,OP044,Stockpile,96.82,34.8,41.4,215.7,3.46,28.0,2.782,0
2025-08-14,TR010,OP039,Crusher,23.41,15.79,62.0,58.6,0.94,24.8,1.483,0
2025-07-05,TR016,OP035,North Pit,57.04,20.45,15.2,134.2,2.22,25.7,2.789,0
2025-03-31,TR021,OP020,South Pit,91.85,37.66,39.8,76.8,2.73,33.6,2.439,0
2025-12-15,TR028,OP032,South Pit,68.16,21.99,15.2,134.1,2.48,27.5,3.1,0
2025-08-30,TR017,OP019,North Pit,112.76,48.0,43.4,51.3,4.94,22.8,2.349,0
2025-11-11,TR004,OP017,Crusher,21.75,10.73,69.0,150.5,0.7,31.0,2.027,0
2025-06-01,TR019,OP038,East Pit,99.17,54.7,74.6,156.5,2.63,37.8,1.813,0
2025-06-02,TR028,OP002,South Pit,40.85,14.25,12.1,80.8,1.71,24.0,2.867,0
2025-10-24,TR029,OP027,East Pit,80.99,27.63,45.3,133.4,2.32,35.0,2.931,0
2025-03-18,TR021,OP012,North Pit,28.81,11.53,12.1,130.7,0.92,31.4,2.499,0
2025-06-26,TR001,OP020,North Pit,31.05,16.77,36.7,151.4,0.89,34.8,1.852,0
2025-08-22,TR008,OP002,Crusher,24.44,8.17,13.1,224.8,1.1,22.3,2.991,0
2025-04-20,TR028,OP025,South Pit,106.89,51.24,19.4,65.6,3.03,35.3,2.086,0
2025-05-05,TR010,OP013,Stockpile,49.6,19.28,38.4,142.6,1.63,30.5,2.573,0
2025-07-29,TR018,OP031,South Pit,21.66,15.28,42.9,134.1,0.99,21.8,1.418,0
2025-05-03,TR027,OP020,Stockpile,93.94,41.57,75.6,159.9,3.79,24.8,2.26,0
2025-12-17,TR008,OP040,Stockpile,72.23,31.06,65.7,171.1,2.32,31.1,2.325,0
2025-09-23,TR005,OP006,East Pit,106.34,52.47,65.4,177.1,4.23,25.1,2.027,0
2025-12-23,TR006,OP035,East Pit,28.38,15.96,37.4,52.7,0.9,31.5,1.778,0
2025-04-08,TR010,OP035,West Pit,21.62,12.46,11.7,135.9,0.98,22.0,1.735,0
2025-07-06,TR027,OP008,Stockpile,34.52,20.63,44.1,162.1,1.07,32.3,1.673,0
2025-06-28,TR006,OP011,East Pit,109.29,49.55,18.7,49.8,4.76,23.0,2.206,0
2025-05-12,TR001,OP036,North Pit,23.56,15.48,57.4,234.1,0.62,37.8,1.522,0
2025-04-04,TR001,OP002,Crusher,23.19,8.84,30.5,234.9,1.09,21.2,2.623,0
2025-11-24,TR027,OP050,North Pit,119.51,42.4,36.7,178.8,3.73,32.0,2.819,0
2025-05-14,TR028,OP022,East Pit,28.73,15.61,23.4,56.1,1.1,26.2,1.84,0
2025-06-14,TR017,OP035,Crusher,96.26,31.97,38.6,163.0,2.6,37.0,3.011,0
2025-06-02,TR012,OP037,South Pit,109.9,51.04,72.9,223.8,2.93,37.5,2.153,0
2025-09-10,TR014,OP025,West Pit,82.52,32.07,51.2,133.6,2.55,32.4,2.573,0
2025-04-04,TR021,OP026,Crusher,45.52,28.8,34.5,61.7,2.31,19.7,1.581,0
2025-10-03,TR005,OP042,South Pit,37.42,18.27,41.2,128.4,1.29,28.9,2.048,0
2025-08-12,TR026,OP044,South Pit,91.16,46.17,83.4,145.7,2.7,33.7,1.974,0
2025-01-24,TR024,OP035,South Pit,70.52,27.54,25.9,118.4,2.32,30.4,2.561,0
2025-07-13,TR029,OP024,South Pit,54.16,29.28,7.2,85.4,2.41,22.5,1.85,0
2025-05-29,TR019,OP011,Stockpile,38.83,21.58,26.1,217.0,1.39,27.9,1.799,0
2025-08-06,TR018,OP007,North Pit,99.26,41.71,75.7,41.6,3.08,32.2,2.38,0
2025-04-10,TR007,OP048,West Pit,95.8,42.24,56.3,202.0,2.79,34.4,2.268,0
2025-10-24,TR007,OP048,Crusher,56.9,18.87,8.6,102.3,2.19,26.0,3.015,0
2025-01-09,TR024,OP013,West Pit,67.96,21.61,12.6,122.6,3.51,19.4,3.145,0
2025-07-09,TR003,OP005,North Pit,18.92,11.07,67.0,231.7,0.81,23.3,1.709,0
2025-01-13,TR023,OP037,Stockpile,50.97,26.36,63.8,94.8,1.38,36.9,1.934,0
2025-04-10,TR022,OP007,South Pit,16.13,8.62,60.7,95.9,0.82,19.7,1.871,0
2025-04-17,TR009,OP003,North Pit,104.47,67.01,85.9,178.0,5.6,18.6,1.559,0
2025-11-26,TR017,OP049,Crusher,102.98,52.87,42.6,120.0,5.39,19.1,1.948,0
2025-06-17,TR010,OP034,East Pit,23.23,14.84,70.6,238.9,1.07,21.6,1.565,0
2025-03-27,TR013,OP012,North Pit,37.89,35.18,46.9,110.8,1.8,21.0,1.077,1
2025-01-21,TR030,OP034,Stockpile,30.99,16.86,38.7,96.5,1.04,29.9,1.838,0
2025-03-27,TR022,OP035,East Pit,52.41,26.09,36.5,133.2,1.67,31.4,2.009,0
2025-11-18,TR030,OP014,Crusher,80.98,36.32,34.8,127.1,3.01,26.9,2.23,0
2025-11-29,TR004,OP016,West Pit,86.87,40.39,8.5,223.0,2.81,30.9,2.151,0
2025-07-10,TR013,OP045,East Pit,37.99,21.76,39.7,156.0,1.12,34.0,1.746,0
2025-01-24,TR020,OP017,East Pit,39.21,14.06,6.7,228.9,1.04,37.9,2.789,0
2025-07-08,TR011,OP021,North Pit,82.21,41.8,65.6,87.5,2.59,31.7,1.967,0
2025-10-06,TR024,OP039,South Pit,69.69,36.68,17.2,99.4,2.1,33.2,1.9,0
2025-07-24,TR027,OP038,North Pit,117.13,67.26,89.7,208.1,3.37,34.8,1.741,0
2025-08-24,TR007,OP002,West Pit,87.93,52.28,89.5,68.9,3.24,27.2,1.682,0
2025-03-15,TR012,OP004,Crusher,32.92,11.49,23.2,211.7,0.96,34.3,2.865,0
2025-02-19,TR026,OP037,South Pit,39.86,24.89,46.8,158.1,1.89,21.1,1.601,0
2025-07-26,TR010,OP021,South Pit,81.87,36.06,50.9,153.0,2.42,33.8,2.27,0
2025-10-05,TR015,OP020,Crusher,85.47,56.24,75.6,142.9,2.96,28.9,1.52,0
2025-10-31,TR015,OP039,Stockpile,75.09,47.13,63.5,124.1,2.25,33.4,1.593,0
2025-01-06,TR001,OP021,West Pit,20.82,13.37,46.5,228.6,0.63,32.8,1.557,0
2025-09-03,TR009,OP002,Crusher,64.13,76.46,65.9,77.5,3.17,20.2,0.839,1
2025-11-09,TR009,OP034,East Pit,105.94,49.24,59.6,120.7,2.89,36.6,2.152,0
2025-01-08,TR002,OP023,Crusher,110.89,41.11,49.3,51.3,3.39,32.7,2.697,0
2025-05-18,TR027,OP022,North Pit,79.1,36.95,34.1,183.9,4.29,18.4,2.141,0
2025-10-29,TR027,OP029,West Pit,50.07,28.48,27.0,233.0,1.41,35.6,1.758,0
2025-07-29,TR011,OP014,Stockpile,83.36,49.15,81.9,62.9,3.35,24.9,1.696,0
2025-07-14,TR028,OP009,North Pit,97.66,42.54,15.8,121.8,4.65,21.0,2.296,0
2025-11-16,TR027,OP038,Stockpile,104.48,56.4,23.4,77.6,4.46,23.4,1.852,0
2025-06-25,TR019,OP041,Stockpile,67.17,35.43,62.0,84.3,1.99,33.8,1.896,0
2025-02-24,TR017,OP040,East Pit,22.41,20.51,60.1,129.9,0.6,37.0,1.093,0
2025-07-13,TR008,OP047,East Pit,105.33,47.08,58.3,122.6,4.52,23.3,2.237,0
2025-10-21,TR029,OP024,West Pit,99.16,49.08,73.8,62.6,3.65,27.2,2.02,0
2025-01-02,TR028,OP045,Stockpile,94.39,31.73,16.9,167.2,2.93,32.2,2.975,0
2025-05-08,TR012,OP022,South Pit,100.27,49.88,83.3,204.9,3.36,29.8,2.01,0
2025-02-12,TR012,OP036,South Pit,19.59,10.1,33.6,97.1,0.99,19.9,1.94,0
2025-08-12,TR023,OP015,North Pit,116.04,40.84,38.1,124.8,4.85,23.9,2.841,0
2025-03-05,TR028,OP020,Crusher,77.25,27.23,21.3,211.4,4.18,18.5,2.837,0
2025-12-02,TR018,OP046,West Pit,113.56,56.31,21.0,149.3,3.35,33.9,2.017,0
2025-07-26,TR003,OP046,East Pit,104.62,36.12,26.3,77.2,3.3,31.7,2.896,0
2025-06-13,TR022,OP019,Stockpile,32.86,25.25,72.0,115.5,1.34,24.5,1.301,0
2025-12-14,TR012,OP049,South Pit,31.08,19.44,83.0,42.2,1.63,19.0,1.599,0
2025-09-25,TR006,OP031,South Pit,21.29,15.83,64.9,78.3,0.61,34.9,1.345,0
2025-08-09,TR005,OP049,Stockpile,100.32,41.46,39.4,45.8,5.18,19.4,2.42,0
2025-12-01,TR025,OP013,East Pit,20.49,13.41,56.7,187.7,0.94,21.8,1.528,0
2025-07-02,TR029,OP050,South Pit,111.4,36.24,11.8,87.9,3.04,36.7,3.074,0
2025-10-07,TR029,OP032,West Pit,50.7,25.97,87.4,210.3,2.23,22.7,1.952,0
2025-01-10,TR025,OP032,North Pit,30.07,21.0,54.2,228.1,0.82,36.5,1.432,0
2025-03-16,TR010,OP005,Crusher,111.96,53.79,53.8,117.7,3.6,31.1,2.081,0
2025-09-28,TR013,OP003,Stockpile,82.41,26.79,10.3,65.1,2.67,30.9,3.076,0
2025-01-23,TR018,OP028,West Pit,80.16,32.85,15.6,127.8,3.43,23.4,2.44,0
2025-11-10,TR011,OP050,West Pit,88.76,37.81,41.2,219.4,2.4,37.0,2.348,0
2025-06-29,TR005,OP044,East Pit,60.46,66.36,45.8,202.5,2.53,23.9,0.911,1
2025-03-09,TR003,OP020,South Pit,52.49,22.3,41.5,128.9,1.39,37.8,2.354,0
2025-03-07,TR001,OP011,South Pit,55.59,27.33,21.9,157.9,1.83,30.4,2.034,0
2025-08-18,TR010,OP003,South Pit,65.21,24.84,22.3,187.7,2.94,22.2,2.625,0
2025-08-02,TR028,OP001,East Pit,77.54,31.75,54.1,61.4,2.28,34.0,2.442,0
2025-08-20,TR003,OP021,Crusher,52.96,20.53,27.8,197.6,2.12,24.9,2.58,0
2025-07-08,TR006,OP014,North Pit,37.15,19.31,46.6,83.7,1.53,24.2,1.924,0
2025-11-27,TR013,OP036,Crusher,104.18,42.99,87.2,53.6,3.14,33.2,2.423,0
2025-07-25,TR009,OP049,North Pit,52.9,31.16,27.9,166.8,2.0,26.5,1.698,0
2025-01-05,TR025,OP002,South Pit,97.93,33.34,44.2,205.9,3.37,29.1,2.937,0
2025-10-17,TR018,OP027,Stockpile,108.01,44.87,51.1,231.2,3.81,28.3,2.407,0
2025-05-28,TR015,OP025,East Pit,70.65,27.11,61.1,232.9,2.06,34.2,2.606,0
2025-03-12,TR016,OP009,South Pit,74.16,39.13,25.5,79.8,3.37,22.0,1.895,0
2025-07-28,TR003,OP049,North Pit,59.39,28.22,27.8,221.9,2.8,21.2,2.105,0
2025-03-07,TR020,OP015,South Pit,86.32,44.9,21.7,55.6,4.1,21.1,1.922,0
2025-07-16,TR004,OP039,East Pit,12.6,8.99,50.7,186.2,0.44,28.5,1.402,0
2025-05-06,TR013,OP026,North Pit,28.49,13.19,18.7,118.8,0.96,29.7,2.16,0
2025-05-05,TR030,OP006,East Pit,43.77,22.6,15.7,236.9,1.47,29.7,1.937,0
2025-06-04,TR014,OP026,East Pit,115.87,60.13,59.7,200.4,4.25,27.2,1.927,0
2025-12-02,TR018,OP007,North Pit,56.41,30.95,53.2,53.7,3.0,18.8,1.823,0
2025-04-14,TR009,OP020,North Pit,79.65,38.04,9.9,70.0,4.05,19.7,2.094,0
2025-10-06,TR018,OP048,North Pit,114.07,51.32,74.4,173.0,3.48,32.8,2.223,0
2025-08-09,TR004,OP036,East Pit,107.97,55.41,49.4,131.6,3.1,34.8,1.949,0
2025-02-23,TR022,OP029,South Pit,75.56,41.72,43.6,148.4,2.22,34.1,1.811,0
2025-06-27,TR012,OP012,East Pit,22.51,15.3,66.3,194.9,0.9,25.0,1.471,0
2025-08-14,TR003,OP015,North Pit,85.76,38.71,42.3,228.8,4.49,19.1,2.215,0
2025-01-10,TR016,OP049,North Pit,89.52,35.45,51.2,128.1,3.2,27.9,2.525,0
2025-05-27,TR001,OP031,Stockpile,19.6,14.28,79.1,58.0,0.6,32.7,1.373,0
2025-06-18,TR028,OP042,South Pit,69.0,29.2,87.1,136.2,3.15,21.9,2.363,0
2025-08-05,TR022,OP030,South Pit,73.05,34.35,82.9,58.8,3.71,19.7,2.127,0
2025-01-31,TR017,OP037,East Pit,109.47,53.6,82.8,94.2,3.56,30.8,2.042,0
2025-07-26,TR013,OP043,Crusher,37.2,15.36,11.5,188.3,1.62,23.0,2.422,0
2025-07-11,TR002,OP024,South Pit,103.79,50.09,13.1,93.0,4.8,21.6,2.072,0
2025-10-03,TR021,OP037,Crusher,66.81,32.52,83.7,43.5,1.91,35.1,2.054,0
2025-11-23,TR020,OP027,West Pit,113.79,70.84,72.6,238.7,3.5,32.5,1.606,0
2025-11-26,TR005,OP025,East Pit,91.65,49.38,30.1,161.7,4.66,19.7,1.856,0
2025-01-26,TR016,OP009,Stockpile,76.16,43.21,47.9,157.5,3.85,19.8,1.763,0
2025-08-11,TR028,OP011,West Pit,23.06,18.27,83.5,181.9,0.98,23.5,1.262,0
2025-04-20,TR002,OP029,East Pit,32.75,16.72,53.8,174.6,0.99,33.0,1.959,0
2025-07-06,TR014,OP037,West Pit,57.94,33.47,73.7,155.7,1.73,33.5,1.731,0
2025-11-23,TR017,OP006,Crusher,90.43,42.18,9.6,151.1,4.49,20.1,2.144,0
2025-04-16,TR017,OP028,South Pit,78.29,28.55,42.7,207.9,2.12,36.9,2.742,0
2025-03-19,TR009,OP038,Crusher,66.84,35.99,73.1,108.6,2.11,31.7,1.857,0
2025-10-27,TR009,OP005,East Pit,42.57,19.2,42.4,237.1,1.21,35.1,2.217,0
2025-04-27,TR010,OP048,East Pit,25.23,10.38,23.7,193.2,0.95,26.5,2.431,0
2025-12-23,TR011,OP030,Crusher,75.82,45.43,62.5,104.9,3.35,22.7,1.669,0
2025-12-06,TR017,OP043,West Pit,51.78,32.98,39.7,89.9,1.86,27.8,1.57,0
2025-04-29,TR028,OP032,West Pit,89.94,49.55,34.3,237.2,3.82,23.5,1.815,0
2025-07-20,TR009,OP003,West Pit,116.01,61.17,86.1,228.9,5.22,22.2,1.897,0
2025-05-07,TR013,OP049,West Pit,111.91,39.37,29.3,44.4,5.42,20.7,2.843,0
2025-12-19,TR001,OP038,West Pit,47.39,34.83,77.0,92.8,1.44,32.9,1.361,0
2025-04-13,TR006,OP024,Crusher,73.85,33.18,6.6,148.9,2.0,37.0,2.226,0
2025-04-24,TR007,OP009,Crusher,68.41,33.15,12.8,90.1,2.02,33.9,2.064,0
2025-12-26,TR003,OP034,South Pit,54.0,33.82,73.9,59.5,1.6,33.7,1.597,0
2025-03-12,TR020,OP038,Stockpile,112.71,44.28,72.6,223.7,3.78,29.8,2.545,0
2025-02-12,TR021,OP040,Stockpile,37.74,16.16,60.3,176.5,1.14,33.0,2.335,0
2025-07-08,TR014,OP027,Stockpile,50.94,22.19,19.0,176.0,1.6,31.8,2.296,0
2025-09-04,TR016,OP017,East Pit,28.38,17.59,57.1,219.2,0.83,34.3,1.613,0
2025-02-05,TR003,OP009,Crusher,99.04,33.35,42.6,83.3,5.24,18.9,2.97,0
2025-07-30,TR012,OP047,West Pit,53.66,18.39,26.3,169.0,2.05,26.2,2.918,0
2025-12-03,TR013,OP029,West Pit,40.89,23.95,41.5,83.0,1.42,28.9,1.707,0
2025-09-14,TR008,OP043,East Pit,97.67,43.51,19.4,89.5,4.5,21.7,2.245,0
2025-05-11,TR014,OP037,Stockpile,85.6,43.1,87.2,81.6,4.08,21.0,1.986,0
2025-09-20,TR014,OP019,Stockpile,15.45,10.57,40.1,223.1,0.61,25.5,1.462,0
2025-04-01,TR022,OP046,West Pit,26.08,16.59,35.1,130.0,0.73,35.6,1.572,0
2025-10-20,TR015,OP025,East Pit,51.86,33.37,62.1,190.7,2.77,18.7,1.554,0
2025-10-06,TR021,OP003,East Pit,54.28,19.8,27.9,180.4,1.87,29.0,2.741,0
2025-09-14,TR015,OP009,West Pit,101.3,35.21,44.7,66.3,3.21,31.6,2.877,0
2025-01-12,TR020,OP033,West Pit,104.88,37.67,55.8,135.3,3.41,30.8,2.784,0
2025-03-09,TR015,OP010,Stockpile,72.57,29.51,12.6,235.5,3.45,21.0,2.459,0
2025-06-09,TR019,OP014,West Pit,47.18,33.71,81.7,201.7,1.98,23.9,1.4,0
2025-10-20,TR025,OP031,East Pit,64.67,36.29,78.3,220.4,3.3,19.6,1.782,0
2025-06-05,TR009,OP009,Crusher,63.6,38.3,55.8,189.2,1.99,32.0,1.661,0
2025-08-14,TR025,OP027,Stockpile,37.15,27.6,64.9,106.5,1.4,26.6,1.346,0
2025-03-22,TR023,OP042,Stockpile,10.0,4.77,24.4,184.6,0.36,27.5,2.096,0
2025-12-14,TR030,OP010,West Pit,38.39,13.9,14.4,223.2,1.22,31.6,2.762,0
2025-07-10,TR010,OP016,North Pit,110.75,36.81,70.0,180.9,4.08,27.1,3.009,0
2025-02-16,TR021,OP046,South Pit,11.92,7.44,52.9,214.9,0.59,20.3,1.602,0
2025-03-31,TR004,OP017,Crusher,71.04,32.55,12.0,214.6,2.62,27.2,2.182,0
2025-05-06,TR018,OP021,West Pit,62.19,21.23,7.9,199.0,1.84,33.7,2.929,0
2025-10-21,TR015,OP009,East Pit,60.08,25.74,24.6,101.2,2.36,25.4,2.334,0
2025-02-15,TR020,OP020,North Pit,29.55,12.15,38.8,172.3,0.88,33.6,2.432,0
2025-11-16,TR001,OP018,West Pit,60.05,29.5,36.4,69.6,2.29,26.2,2.036,0
2025-09-18,TR007,OP040,East Pit,12.09,18.57,89.2,79.5,0.53,22.8,0.651,0
2025-08-27,TR016,OP030,Crusher,17.84,8.25,36.1,135.6,0.55,32.4,2.162,0
2025-12-13,TR007,OP022,West Pit,17.22,9.1,33.7,238.7,0.72,24.0,1.892,0
2025-10-11,TR024,OP050,Crusher,104.87,39.26,49.4,80.0,3.06,34.3,2.671,0
2025-01-09,TR023,OP040,South Pit,119.74,42.57,50.7,117.4,3.17,37.7,2.813,0
2025-06-09,TR016,OP011,Crusher,38.89,20.4,70.8,120.1,1.25,31.2,1.906,0
2025-06-19,TR018,OP015,North Pit,23.24,16.44,82.9,48.1,1.02,22.8,1.414,0
2025-04-22,TR025,OP043,Crusher,37.29,21.9,25.5,139.5,1.46,25.6,1.703,0
2025-10-03,TR021,OP043,North Pit,60.42,22.23,5.3,103.4,2.07,29.1,2.718,0
2025-08-15,TR014,OP007,North Pit,40.26,27.64,54.4,188.6,2.03,19.9,1.457,0
2025-03-27,TR012,OP010,West Pit,54.08,24.08,49.2,178.2,2.45,22.1,2.246,0
2025-06-18,TR028,OP022,Stockpile,43.34,17.59,57.9,212.7,1.47,29.4,2.464,0
2025-03-24,TR014,OP046,Stockpile,36.74,19.91,9.5,93.9,2.01,18.3,1.845,0
2025-06-09,TR014,OP020,West Pit,71.84,28.39,69.3,187.1,2.7,26.6,2.53,0
2025-03-10,TR015,OP048,South Pit,101.83,60.08,68.9,204.0,5.18,19.6,1.695,0
2025-08-09,TR020,OP011,South Pit,75.72,33.89,12.8,120.5,2.01,37.7,2.234,0
2025-03-03,TR028,OP040,South Pit,58.5,24.6,62.2,49.7,2.75,21.2,2.378,0
2025-09-07,TR002,OP011,Crusher,57.73,31.53,57.1,83.3,2.85,20.2,1.831,0
2025-02-11,TR029,OP043,North Pit,21.32,11.85,60.2,43.7,0.67,31.8,1.799,0
2025-04-08,TR009,OP008,North Pit,100.94,48.14,5.3,209.9,2.76,36.6,2.097,0
2025-10-06,TR014,OP007,Crusher,22.01,12.54,41.2,122.1,0.77,28.6,1.755,0
2025-06-20,TR027,OP042,North Pit,52.74,21.27,23.8,48.2,1.47,35.8,2.48,0
2025-04-15,TR001,OP019,Crusher,108.22,46.33,14.1,125.4,5.5,19.7,2.336,0
2025-01-12,TR025,OP046,East Pit,31.2,19.18,32.2,109.9,1.09,28.6,1.627,0
2025-06-01,TR004,OP030,Crusher,30.54,18.28,31.6,74.2,1.38,22.1,1.671,0
2025-07-23,TR023,OP035,Stockpile,100.64,47.74,47.1,162.2,2.65,37.9,2.108,0
2025-09-18,TR026,OP009,Stockpile,94.89,40.59,73.7,67.5,3.71,25.6,2.338,0
2025-02-28,TR025,OP003,West Pit,101.69,101.84,69.3,223.3,2.79,36.4,0.999,1
2025-07-26,TR014,OP041,Crusher,104.24,34.06,17.2,140.3,4.38,23.8,3.06,0
2025-04-29,TR026,OP003,East Pit,49.14,23.12,26.9,124.8,2.11,23.3,2.125,0
2025-10-07,TR016,OP012,Stockpile,100.48,50.78,9.6,109.7,4.51,22.3,1.979,0
2025-02-11,TR030,OP036,South Pit,57.22,28.03,9.0,204.4,2.07,27.6,2.041,0
2025-01-02,TR029,OP023,South Pit,92.21,51.35,11.5,226.6,4.39,21.0,1.796,0
2025-12-24,TR022,OP034,East Pit,24.94,17.44,86.1,134.8,1.37,18.2,1.43,0
2025-04-16,TR020,OP017,West Pit,50.1,27.63,24.3,166.3,2.36,21.3,1.813,0
2025-05-04,TR027,OP017,South Pit,65.93,25.64,32.0,180.0,2.61,25.2,2.571,0
2025-03-08,TR003,OP045,Crusher,115.6,40.31,25.0,128.3,4.04,28.6,2.868,0
2025-05-27,TR021,OP038,South Pit,25.5,9.19,15.9,123.5,0.82,31.2,2.775,0
2025-01-06,TR024,OP029,West Pit,91.64,40.64,14.5,150.8,4.66,19.7,2.255,0
2025-06-29,TR023,OP028,Stockpile,73.92,31.11,63.1,181.1,2.41,30.6,2.376,0
2025-07-20,TR022,OP044,South Pit,104.14,42.6,46.1,80.8,3.17,32.9,2.445,0
2025-01-03,TR021,OP014,Stockpile,82.6,45.33,42.4,126.2,2.86,28.9,1.822,0
2025-01-01,TR029,OP042,West Pit,55.62,21.35,16.7,92.5,2.69,20.7,2.605,0
2025-10-06,TR007,OP020,South Pit,8.31,5.27,37.5,236.4,0.29,28.6,1.577,0
2025-12-24,TR029,OP007,West Pit,116.93,53.64,55.2,171.7,3.16,37.1,2.18,0
2025-01-20,TR014,OP007,North Pit,118.88,68.33,37.9,229.8,3.42,34.8,1.74,0
2025-07-07,TR015,OP010,Crusher,80.4,31.95,32.5,141.2,3.9,20.6,2.516,0
2025-12-10,TR002,OP010,North Pit,50.71,16.75,25.7,218.8,2.51,20.2,3.027,0
2025-02-19,TR024,OP041,South Pit,37.97,18.56,21.6,194.4,1.29,29.3,2.046,0
2025-11-11,TR028,OP043,North Pit,53.03,19.79,7.7,68.5,2.15,24.7,2.68,0
2025-09-05,TR009,OP015,East Pit,72.37,33.86,75.5,168.0,2.57,28.2,2.137,0
2025-05-29,TR006,OP040,Stockpile,90.52,43.6,89.6,100.6,3.0,30.1,2.076,0
2025-09-19,TR016,OP014,East Pit,54.01,30.79,81.3,124.1,2.39,22.6,1.754,0
2025-06-19,TR016,OP030,Crusher,16.22,5.39,5.1,189.3,0.49,33.1,3.009,0
2025-06-25,TR016,OP037,South Pit,87.02,29.51,55.7,53.2,4.65,18.7,2.949,0
2025-08-29,TR025,OP021,East Pit,113.41,47.04,37.9,197.3,5.95,19.1,2.411,0
2025-09-01,TR021,OP019,East Pit,39.12,19.23,11.6,142.9,1.14,34.4,2.034,0
2025-05-27,TR004,OP007,Stockpile,17.6,16.76,88.6,157.0,0.64,27.7,1.05,0
2025-05-22,TR025,OP027,Crusher,35.27,21.07,27.1,179.0,0.93,38.0,1.674,0
2025-04-05,TR013,OP026,Crusher,17.83,18.56,84.7,214.9,0.8,22.2,0.961,0
2025-08-02,TR002,OP041,Crusher,35.07,24.63,82.9,163.4,1.22,28.8,1.424,0
2025-01-23,TR023,OP043,East Pit,9.42,4.69,9.1,42.7,0.4,23.5,2.009,0
2025-10-18,TR001,OP003,South Pit,82.13,37.3,31.5,82.1,2.31,35.5,2.202,0
2025-11-12,TR029,OP046,North Pit,81.62,29.2,32.0,179.4,2.75,29.7,2.795,0
2025-06-01,TR012,OP043,Crusher,29.78,17.71,35.7,99.2,0.82,36.2,1.682,0
2025-02-24,TR021,OP009,South Pit,28.24,20.75,60.6,101.2,0.93,30.4,1.361,0
2025-05-08,TR006,OP048,Stockpile,68.96,26.13,43.1,114.3,2.35,29.3,2.639,0
2025-10-13,TR014,OP001,Crusher,15.42,12.85,89.2,158.0,0.43,36.0,1.2,0
2025-07-11,TR020,OP038,Crusher,46.94,26.35,74.9,220.9,2.21,21.3,1.781,0
2025-06-08,TR026,OP012,East Pit,48.95,24.93,59.4,190.6,1.63,30.1,1.963,0
2025-11-16,TR019,OP028,North Pit,28.27,21.21,67.7,207.3,1.15,24.6,1.333,0
2025-01-03,TR020,OP039,South Pit,11.22,9.11,85.3,89.7,0.35,32.0,1.232,0
2025-05-20,TR010,OP026,Stockpile,25.72,15.26,74.4,125.0,1.1,23.3,1.685,0
2025-04-30,TR001,OP027,West Pit,75.09,34.18,48.3,142.7,3.94,19.1,2.197,0
2025-05-09,TR019,OP008,South Pit,38.35,20.35,87.7,173.5,1.02,37.7,1.885,0
2025-12-31,TR008,OP016,Stockpile,13.06,10.62,34.6,63.5,0.47,27.9,1.23,0
2025-02-06,TR013,OP025,East Pit,86.91,40.66,19.0,207.7,2.48,35.1,2.137,0
2025-12-04,TR019,OP016,West Pit,96.93,30.79,16.7,46.2,3.24,30.0,3.148,0
2025-01-20,TR001,OP012,Stockpile,91.54,34.66,51.5,179.4,2.54,36.1,2.641,0
2025-07-27,TR001,OP028,Crusher,75.06,32.66,32.8,236.8,2.51,29.9,2.298,0
2025-08-22,TR015,OP011,East Pit,68.25,42.71,66.3,236.0,3.56,19.2,1.598,0
2025-11-27,TR003,OP036,East Pit,48.86,18.51,7.4,184.9,1.62,30.1,2.64,0
2025-10-22,TR001,OP037,West Pit,78.19,33.55,90.0,205.0,2.61,30.0,2.331,0
